,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_subj.518,1.306157972483907,0.12360893697507304,1.0626555519719671,1.2223759813567225,1.3071626259182321,1.3911998863397739,1.5485517748602682,0.00099952563261000108
v_stim_subj.519,1.6504092513979289,0.14487099727984817,1.3642499567911672,1.5536471254984257,1.650801228170883,1.7474484429721169,1.9366349719408171,0.0012808413371960933
v_stim_subj.521,1.2143512388771314,0.11585862524529404,0.98886185042595154,1.1363015465974924,1.2132975796677652,1.292366992099538,1.4411100434140112,0.00091974849230072684
v_stim_subj.522,1.1888264981544701,0.098208491239347037,0.99743775822523451,1.1210846901315854,1.1896776913265428,1.2556163471369328,1.3818750582737738,0.00079009387399969744
v_stim_subj.523,1.2554953119208625,0.12620705129850376,1.0122695977272267,1.170099520108719,1.2552840351202585,1.3403017942256252,1.5044690892843029,0.0010913985615096477
v_stim_subj.524,1.1921877523143016,0.10064461958427816,0.99209492702611035,1.1242125010407467,1.1923274765013629,1.2596605325276369,1.3890661362547085,0.00088160473146626595
v_stim_subj.525,1.0758540637294887,0.096736552536355894,0.88511010490280284,1.0110121035399948,1.0758596738673518,1.1408021731571834,1.2655879747067384,0.0008360367926829841
v_stim_subj.526,1.5211566210623515,0.13493789496069852,1.257782062154706,1.4294072115532523,1.5211966276988613,1.6131243359803504,1.7873595864784453,0.0011437513417381644
v_stim_subj.527,1.6817664373938024,0.12995539716586257,1.4303117037679691,1.5927433631711534,1.6802773289643915,1.7708816669144061,1.9375027411287862,0.0011140693698173786
v_stim_subj.528,1.548622926891702,0.13595044820731925,1.2842015574002241,1.4578747673667651,1.5467565679349307,1.6388155455253222,1.8164964073663734,0.001083613552523593
v_stim_subj.530,0.99423406555665994,0.12556001056976854,0.74672039414429081,0.90988546782769131,0.99533006667926782,1.0781181483228726,1.2389200167183765,0.001000862108155213
v_stim_subj.531,1.4058086584448259,0.11591305685877124,1.1766947453285783,1.3266138759635839,1.4064145376401029,1.4842716983837845,1.6315394941555998,0.0010181292959803589
v_stim_subj.533,1.6520106986967413,0.14057714640099131,1.3789944577607558,1.5556541929019605,1.6512238890668547,1.7452145196482693,1.9281024966129574,0.0013633352433376556
v_stim_subj.534,1.5758150405210456,0.14700893372172505,1.2897210576412057,1.4761942959791561,1.5759936773158529,1.6751328025594883,1.8642818335350717,0.0014506901253651381
v_stim_subj.535,1.5338388276777133,0.12253198146634096,1.295920021245675,1.4520968382694215,1.5329630405040864,1.6168064361632029,1.7706193130135239,0.0011967510244953799
v_stim_subj.536,1.6836923838754279,0.14902880234677116,1.3969962345048725,1.5824250413882355,1.6840296716899001,1.7840840853323647,1.9694994121016411,0.0010312220262267847
v_stim_subj.537,1.5614605433248465,0.11974061024384716,1.3296381831360975,1.4789782453646669,1.5611081131144946,1.641573051507478,1.7978214540887361,0.0010291466036150289
v_stim_subj.538,1.8271908020082892,0.14491356361635585,1.5476983478763504,1.7291030651983699,1.8263988049593036,1.9245157499804686,2.1171855806608857,0.0012433394044894656
